Gene ID	Gene Name	'COVID-19' vs 'normal' in 'colon'.p-value	'COVID-19' vs 'normal' in 'colon'.log2foldchange	'COVID-19' vs 'normal' in 'lung'.p-value	'COVID-19' vs 'normal' in 'lung'.log2foldchange
ENSG00000004961	HCCS	0.0176792598214556	1.4	0.780800659107485	0.2
ENSG00000004975	DVL2	0.894572403545346	0.1	0.848700684276255	0.2
ENSG00000005001	PRSS22	0.0714252302838539	-2.3	0.702526951801421	0.6
ENSG00000005007	UPF1	0.621511976562938	-0.2	0.663163339794686	0.2
ENSG00000005020	SKAP2	0.110956718025192	0.7	0.392854047804452	0.4
ENSG00000005022	SLC25A5	0.371604277432348	-0.4	5.23766962119981e-06	1.9
ENSG00000005059	MCUB	0.602836664298624	0.2	1.72917851838114e-06	1.3
ENSG00000005073	HOXA11	0.562573020080666	0.5	NA	0.6
ENSG00000005075	POLR2J	0.85134504255554	0.1	0.299326962058745	0.8
ENSG00000005100	DHX33	0.930029373273178	0.1	0.507073893276094	0.5
ENSG00000005102	MEOX1	0.396255394110548	0.8	0.440984304364755	0.8
ENSG00000005108	THSD7A	0.232152933807117	0.6	0.878932970936526	-0.1
ENSG00000005156	LIG3	0.828955446428253	-0.1	0.00237848433845097	-1.3
ENSG00000005175	RPAP3	9.84370991539254e-05	0.7	0.00296316921442607	1
ENSG00000005187	ACSM3	0.437965263148367	0.6	0.00130340871584344	-1.6
ENSG00000005189	REXO5	0.757571476589656	0.3	0.701124664808955	-0.4
ENSG00000005194	CIAPIN1	0.910898087818337	-0.1	0.832374830972424	0.2
ENSG00000005206	SPPL2B	0.444474138635103	-0.6	0.561780081901643	-0.5
ENSG00000005238	FAM214B	0.369666442446995	-0.7	0.64647815923015	-0.4
ENSG00000005243	COPZ2	0.489417874019939	-0.4	0.381155732381754	0.8
ENSG00000005249	PRKAR2B	0.460643672191143	0.4	0.487154423176427	0.4
ENSG00000005302	MSL3	0.407361007930588	-0.4	0.821130158708629	0.2
ENSG00000005339	CREBBP	0.307700385652639	-0.3	0.490142339054806	-0.3
ENSG00000005379	TSPOAP1	0.126973606554699	-1.2	0.0410046188204497	-1.5
ENSG00000005381	MPO	NA	-0.5	0.0198214348102239	2.6
ENSG00000005421	PON1	0.644876083660365	-0.4	0.115561452932381	-1.6
ENSG00000005436	GCFC2	1.67904920252871e-06	0.8	0.664308665726474	-0.1
ENSG00000005448	WDR54	0.25874849394229	-1	0.904695752979332	-0.2
ENSG00000005469	CROT	0.957392890497676	0	0.439469154347202	0.4
ENSG00000005471	ABCB4	0.0117079953133767	-2.1	0.0887079546310024	-1.4
ENSG00000005483	KMT2E	0.151697051145239	0.3	0.883704351578178	0
ENSG00000005486	RHBDD2	0.147637680578726	-0.6	0.844743948653109	-0.1
ENSG00000005513	SOX8	0.920731924073265	0.1	0.272094964060813	-1.7
ENSG00000005700	IBTK	0.520605221126512	-0.2	0.640606769103893	0.1
ENSG00000005801	ZNF195	0.481665222022776	-0.3	0.693016043471485	0.1
ENSG00000005810	MYCBP2	0.749228852561505	-0.1	0.932801399899292	0
ENSG00000005812	FBXL3	5.00501324075388e-05	0.9	0.803270087457322	0.1
ENSG00000005844	ITGAL	0.175386031524211	-1.2	0.86044486268752	0.2
ENSG00000005882	PDK2	0.475750259794718	-0.5	0.139839818812192	-1.1
ENSG00000005884	ITGA3	0.00903136379706467	-1.1	0.147496984127603	-0.9
ENSG00000005889	ZFX	0.651883165841225	0.2	0.850050323461354	-0.1
ENSG00000005893	LAMP2	0.000487761395738432	0.8	0.000922538012763594	0.6
ENSG00000005961	ITGA2B	0.703520541044978	0.5	0.662207879549717	-0.6
ENSG00000005981	ASB4	0.433025255474708	-0.9	0.837873115102217	-0.3
ENSG00000006007	GDE1	0.454092949545445	-0.3	0.771197872381329	-0.2
ENSG00000006015	REX1BD	1.25923852111424e-13	-2.5	0.691352209191492	-0.3
ENSG00000006016	CRLF1	0.451321741447542	0.7	0.00615816391750691	2.4
ENSG00000006025	OSBPL7	0.652680192862228	-0.4	0.103231740085302	-1.2
ENSG00000006042	TMEM98	0.0475269040631342	-1.1	0.756774211430937	-0.2
ENSG00000006047	YBX2	0.336383167126556	-0.7	0.0615136564639769	-1.9
ENSG00000006059	KRT33A	NA	0.1	NA	0
ENSG00000006062	MAP3K14	0.0915113659035763	-1.3	0.00203329579998185	-1.8
ENSG00000006071	ABCC8	0.157683101542203	-1.2	0.758598574128458	0.4
ENSG00000006116	CACNG3	NA	0.1	NA	0
ENSG00000006118	TMEM132A	0.00158167502370464	-2.7	0.753934899813655	0.3
ENSG00000006125	AP2B1	0.71198936201757	0.1	0.854334418984611	0.1
ENSG00000006128	TAC1	0.0121786312631795	1.9	0.857007916573422	0.4
ENSG00000006194	ZNF263	0.879245525824216	0.1	0.153847592753402	-0.8
ENSG00000006210	CX3CL1	0.502380597960038	-0.4	0.681424029665328	-0.2
ENSG00000006282	SPATA20	0.00886958547285439	-1.3	0.883241559171419	-0.1
ENSG00000006283	CACNA1G	0.0819343855320099	-2.3	0.859107365696761	0.3
ENSG00000006327	TNFRSF12A	0.487010429549882	-0.8	0.212963921086614	0.9
ENSG00000006377	DLX6	0.167008270140042	-1.7	NA	1
ENSG00000006432	MAP3K9	0.0631107456930552	-1.4	0.729689141143362	-0.3
ENSG00000006451	RALA	0.350430311701256	0.5	0.921683874028126	0.1
ENSG00000006453	BAIAP2L1	0.949546668980094	0.1	0.506199631613907	-0.3
ENSG00000006459	KDM7A	0.277703720432304	0.5	0.12858341283806	0.5
ENSG00000006468	ETV1	0.00122403775476792	1.5	0.0255555970792197	-1.5
ENSG00000006530	AGK	0.200026263496366	-0.6	0.445345204576297	-0.3
ENSG00000006534	ALDH3B1	0.189433174344536	-0.8	0.402565622881436	-0.6
ENSG00000006555	TTC22	0.00119019956099471	-1.9	0.966424830799887	0.1
ENSG00000006576	PHTF2	0.27941186507911	-0.4	0.0536745958621407	0.6
ENSG00000006606	CCL26	0.127220314920056	-1.9	0.486561924092177	-1.1
ENSG00000006607	FARP2	0.933193567467034	0	0.718911019978321	-0.1
ENSG00000006611	USH1C	0.0421906078546385	-1.7	0.966607932811456	0.1
ENSG00000006625	GGCT	0.823660840793557	0.2	0.0799277237528495	1
ENSG00000006634	DBF4	0.81144777488695	-0.1	0.0896473971185194	0.8
ENSG00000006638	TBXA2R	0.181651832652878	-1.1	0.649353556170251	-0.5
ENSG00000006652	IFRD1	0.215158523933991	0.5	0.321861736736973	0.5
ENSG00000006659	LGALS14	NA	0.1	NA	0.1
ENSG00000006695	COX10	0.569009672795103	-0.3	0.829694542481123	0.2
ENSG00000006704	GTF2IRD1	0.249701711399919	0.8	0.813225511741197	-0.2
ENSG00000006712	PAF1	0.503603463887436	-0.3	0.926564663892949	-0.1
ENSG00000006715	VPS41	0.668526623771136	-0.2	0.479693553363074	0.2
ENSG00000006740	ARHGAP44	0.292025588131606	-0.7	0.00242047920130762	-1.2
ENSG00000006744	ELAC2	0.167030963848317	-0.4	0.933726230325497	0.1
ENSG00000006747	SCIN	0.0265445195583711	-1.5	0.105787845141706	-1.1
ENSG00000006756	ARSD	0.00982901093905883	-1.1	0.100331915072339	-0.8
ENSG00000006757	PNPLA4	0.134973757808589	-1	0.289103065035744	-0.8
ENSG00000006788	MYH13	0.539242341124395	0.9	NA	0.5
ENSG00000006831	ADIPOR2	0.0231426611672001	0.7	0.0485261912973428	0.7
ENSG00000006837	CDKL3	0.41101274748633	0.6	0.912072546150177	-0.1
ENSG00000007001	UPP2	0.258090459658951	-1.4	0.0390441152357952	-1.9
ENSG00000007038	PRSS21	0.915072319667406	0.2	0.0552891277920089	-2.2
ENSG00000007047	MARK4	0.879512488463069	-0.1	0.918675129632954	0.1
ENSG00000007062	PROM1	0.00687327928875892	-1.4	0.578942622316403	0.6
ENSG00000007080	CCDC124	0.855532596560573	0.2	0.925321795237079	0.1
ENSG00000007129	CEACAM21	0.0269514457304265	-2	0.371878313247127	-0.9
ENSG00000007168	PAFAH1B1	0.747782757136471	0.1	0.750040144436248	-0.1
ENSG00000007171	NOS2	0.117176010328345	-1.6	0.701801063380285	-0.6
ENSG00000007174	DNAH9	0.956966878820375	-0.1	0.689532787179836	-0.5
ENSG00000007202	KIAA0100	0.782812868525154	-0.1	0.788350818110747	0.1
ENSG00000007216	SLC13A2	5.77169302421927e-06	-3.7	NA	-0.3
ENSG00000007237	GAS7	0.254014395847382	0.6	0.875914671151752	0.1
ENSG00000007255	TRAPPC6A	0.00147224591084624	-2	0.0699674936685445	-2
ENSG00000007264	MATK	0.000218442846248017	-3.4	0.94668733010317	-0.1
ENSG00000007306	CEACAM7	0.277583064020191	-1.4	0.859401400738575	0.3
ENSG00000007312	CD79B	0.147523683320445	-1.6	NA	0.5
ENSG00000007314	SCN4A	0.000106408998351953	-3.8	NA	0.1
ENSG00000007341	ST7L	0.0357636525388711	0.7	0.673505591049701	0.2
ENSG00000007350	TKTL1	0.91490069820287	-0.2	0.966278615756118	0.1
ENSG00000007372	PAX6	0.00033337057100736	-3.1	0.920194722223337	0.2
ENSG00000007376	RPUSD1	0.011847156472252	-1.8	0.175098535792455	1.3
ENSG00000007384	RHBDF1	0.912055267249595	0.1	0.603506983336255	-0.4
ENSG00000007392	LUC7L	0.591927202564167	0.2	0.696183432286069	0.2
ENSG00000007402	CACNA2D2	0.395941851167072	-0.7	2.18148147401875e-08	-3.3
ENSG00000007516	BAIAP3	7.80178774121572e-05	-3.6	0.560254002087875	-0.7
ENSG00000007520	TSR3	0.00768445521441272	-1.8	0.167644951374193	1.4
ENSG00000007541	PIGQ	0.174986810815186	-1.1	0.916616209627719	0.1
ENSG00000007545	CRAMP1	0.99045335072105	0	0.3666508855155	-0.7
ENSG00000007866	TEAD3	0.709369047025031	0.2	0.574799224750784	0.5
ENSG00000007908	SELE	0.152003324586442	-1.5	0.851813637534226	0.2
ENSG00000007923	DNAJC11	0.120391235492367	-0.6	0.887892056259647	-0.1
ENSG00000007933	FMO3	0.771359469878252	0.3	0.0267643075213343	-1.2
ENSG00000007944	MYLIP	0.232865241973134	-0.8	0.3460712778529	-0.5
ENSG00000007952	NOX1	0.0854794494666147	-1.5	0.519004339767435	0.8
ENSG00000007968	E2F2	0.418073339214508	-0.8	0.0248042938453593	2.8
ENSG00000008018	PSMB1	0.993372788700864	0	0.58692707148079	0.3
ENSG00000008056	SYN1	0.428493286687826	0.8	0.0046787686912173	2
ENSG00000008083	JARID2	0.152029958335427	-0.6	0.825509449866953	0.2
ENSG00000008086	CDKL5	0.4147480031415	0.4	0.0159694952731278	-0.6
ENSG00000008118	CAMK1G	0.552780117481768	-0.7	0.0173752738511193	-2.5
ENSG00000008128	CDK11A	0.439537891048306	-0.7	0.10632041942892	-1.5
ENSG00000008130	NADK	0.749989764657728	-0.3	0.710010689776598	0.2
ENSG00000008196	TFAP2B	0.588983155071967	-0.8	NA	0.1
ENSG00000008197	TFAP2D	NA	0	NA	0
ENSG00000008226	DLEC1	4.03190198277785e-08	-4.1	0.943349788939823	-0.1
ENSG00000008256	CYTH3	0.193895827948007	-0.7	0.631620442690807	-0.3
ENSG00000008277	ADAM22	0.209570540237199	-0.6	0.585945726165622	-0.4
ENSG00000008282	SYPL1	2.57428522377522e-06	1	0.0303663470108272	0.6
ENSG00000008283	CYB561	7.84134111821707e-08	-2.5	0.0459121376113771	-1.2
ENSG00000008294	SPAG9	0.0330799907037865	0.5	0.522706564452333	0.2
ENSG00000008300	CELSR3	0.0357747393368903	-1.4	0.957699696944487	0.1
ENSG00000008311	AASS	0.00034150780269644	1.4	0.0153779577013237	-1
ENSG00000008323	PLEKHG6	0.000119627485693133	-2.4	4.50293596464681e-07	-3.9
ENSG00000008324	SS18L2	0.189366342831556	0.7	0.388760362863105	0.8
ENSG00000008382	MPND	0.000613652201263065	-1.8	0.843101994625625	-0.2
ENSG00000008394	MGST1	0.408948081035042	0.5	0.00255604821898393	1.4
ENSG00000008405	CRY1	0.00952080907259166	1	0.896172591156956	-0.1
ENSG00000008438	PGLYRP1	NA	-0.3	0.0215200834628937	2.5
ENSG00000008441	NFIX	0.72209365799098	-0.2	0.0320177820429867	-0.6
ENSG00000008513	ST3GAL1	0.81144777488695	0.1	0.237145735866927	-0.4
ENSG00000008516	MMP25	0.000405860555718147	-2.7	0.132067960454037	1.6
ENSG00000008517	IL32	0.132188009222776	-1	0.588986904930994	0.4
ENSG00000008710	PKD1	0.899321815561404	-0.1	0.355727990346096	-0.7
ENSG00000008735	MAPK8IP2	0.619776389255377	-0.5	0.527436905539798	-1
ENSG00000008838	MED24	0.27659332831274	-0.5	0.716925012254788	-0.3
ENSG00000008853	RHOBTB2	0.243133252441388	-0.9	0.373842455546723	-0.5
ENSG00000008869	HEATR5B	0.00125588876131467	-0.7	0.959648690641227	0
ENSG00000008952	SEC62	6.37505535285637e-07	0.9	0.483572388598584	0.2
ENSG00000008988	RPS20	1.76133474746191e-05	0.9	0.0537680573977201	0.4
ENSG00000009307	CSDE1	0.000171231800212124	0.8	0.0157873914020945	0.4
ENSG00000009335	UBE3C	0.0107026894038186	1.3	0.0101354918388289	0.5
ENSG00000009413	REV3L	0.138105826061211	0.4	0.661023011145485	-0.2
ENSG00000009694	TENM1	0.784127038823798	-0.2	0.0149450299060979	-1.2
ENSG00000009709	PAX7	NA	0.1	NA	0.9
ENSG00000009724	MASP2	0.0221238784870837	-1.1	0.00694182896400724	-1.5
ENSG00000009765	IYD	0.0682856032543341	-1.7	0.689705357442218	-0.5
ENSG00000009780	FAM76A	0.11414375300346	0.6	0.34730869531199	0.5
ENSG00000009790	TRAF3IP3	0.203449925121717	-1.1	0.921683874028126	0.1
ENSG00000009830	POMT2	0.597916143014489	0.4	0.878523533633219	-0.1
ENSG00000009844	VTA1	0.0262901057659839	0.9	0.0106114944988142	0.8
ENSG00000009950	MLXIPL	0.361294919469977	-0.8	0.092331955696139	-1.8
ENSG00000009954	BAZ1B	0.595224796001721	0.2	0.579568952062152	-0.1
ENSG00000010017	RANBP9	6.34181554533466e-05	0.9	0.0981028417996969	0.5
ENSG00000010030	ETV7	0.745890942313964	-0.3	0.175635016076306	1
ENSG00000010072	SPRTN	0.260806764889709	0.5	0.301320651170988	-0.4
ENSG00000010165	EEF1AKNMT	0.702049898114326	-0.3	0.345114358623586	-0.7
ENSG00000010219	DYRK4	0.239328184809378	0.5	0.81506914944101	-0.2
ENSG00000010244	ZNF207	0.932863760670498	0	0.116023639776429	0.3
ENSG00000010256	UQCRC1	0.368917978966028	-0.4	0.183272183911005	0.6
ENSG00000010270	STARD3NL	0.195127451921842	0.5	0.0405603476939209	0.9
ENSG00000010278	CD9	0.345718784016959	0.4	0.25012515180435	0.3
ENSG00000010282	HHATL	NA	0.3	0.369483057108872	-1.4
ENSG00000010292	NCAPD2	0.000210148091609949	-1	0.807990868120311	-0.1
ENSG00000010295	IFFO1	0.0519634976417131	-1.2	0.186796108430601	-0.8
ENSG00000010310	GIPR	0.000607009698851675	-2.3	0.0102952501086397	-1.5
ENSG00000010318	PHF7	0.0533173714152233	-0.9	0.886304162683914	-0.2
ENSG00000010319	SEMA3G	0.340745759179726	0.8	0.885076355222589	-0.2
ENSG00000010322	NISCH	0.0307774059212745	-1.1	0.0345888883249386	-0.8
ENSG00000010327	STAB1	0.430467339836638	0.6	0.485273375117919	0.5
ENSG00000010361	FUZ	0.411223076213374	-0.8	0.159292535895602	-1.2
ENSG00000010379	SLC6A13	NA	-1.1	0.0174572661264918	-3
ENSG00000010404	IDS	0.00301136409028412	1	0.563177906792942	-0.2
ENSG00000010438	PRSS3	0.238825579069887	-1.2	NA	0.4
ENSG00000010539	ZNF200	0.304201422648858	-0.6	0.256670015965688	-0.5
ENSG00000010610	CD4	0.205371748258415	-1	0.38935110007416	-0.6
ENSG00000010626	LRRC23	0.477770605517092	-0.6	0.635803211282075	0.6
ENSG00000010671	BTK	0.0293707053184118	-1.6	0.844650706948856	-0.1
ENSG00000010704	HFE	0.511321717154662	0.5	0.79878394110579	0.2
ENSG00000010803	SCMH1	0.167780858938913	0.6	0.422240514780189	-0.6
ENSG00000010810	FYN	0.104201333709489	0.5	0.778232301672123	0.2
ENSG00000010818	HIVEP2	0.245473401659845	0.6	0.638120179479527	-0.2
ENSG00000010932	FMO1	0.917174960379192	0.1	0.920662328243341	-0.2
ENSG00000011007	ELOA	0.28011433134912	0.5	0.804154405229888	-0.1
ENSG00000011009	LYPLA2	0.112142326078599	-0.8	0.0139818194077615	1
ENSG00000011021	CLCN6	0.184005905569228	0.7	0.974844758308684	0
ENSG00000011028	MRC2	0.183442850833755	-0.9	0.736866912000144	0.2
ENSG00000011052	NME1-NME2	NA	0	NA	0
ENSG00000011083	SLC6A7	0.111156484999078	-1.5	NA	0
ENSG00000011105	TSPAN9	0.12619151561516	0.8	0.333150870087546	-0.4
ENSG00000011114	BTBD7	0.555820436258642	-0.1	0.200211694602922	-0.3
ENSG00000011132	APBA3	0.0808667635801569	-0.9	0.36297806975248	0.8
ENSG00000011143	MKS1	0.0743909728551841	-1.4	0.011029279986693	-1.7
ENSG00000011198	ABHD5	0.0224292581495182	0.6	0.931141375409329	-0.1
ENSG00000011201	ANOS1	0.587085762012633	-0.5	5.68698392971192e-06	-2.6
ENSG00000011243	AKAP8L	0.336090990439779	-0.7	0.385654211195156	-0.6
ENSG00000011258	MBTD1	0.997392215243587	0	0.492224288612892	-0.2
ENSG00000011260	UTP18	0.230878152321202	0.6	0.928435879829262	0.1
ENSG00000011275	RNF216	0.155874248018426	-0.5	0.59521040291207	-0.2
ENSG00000011295	TTC19	0.250886826952185	-0.5	0.257930026745479	-0.3
ENSG00000011304	PTBP1	0.276574166673879	-0.5	0.474598351320201	0.3
ENSG00000011332	DPF1	0.638426394491401	-0.5	0.0117371073935012	-2.4
ENSG00000011347	SYT7	0.256919456897256	-0.7	0.177596917590241	-1.3
ENSG00000011376	LARS2	0.0614426450611553	-0.8	0.803971075428144	-0.2
ENSG00000011405	PIK3C2A	8.39943387247044e-07	1.1	0.329670656960472	0.2
ENSG00000011422	PLAUR	0.591390044002563	-0.4	0.0091023935758578	1.4
ENSG00000011426	ANLN	0.564728306787353	-0.4	3.41932897023197e-06	2.9
ENSG00000011451	WIZ	0.322339338288196	-0.4	0.774562606273963	0.1
ENSG00000011454	RABGAP1	0.434095541643151	0.2	0.398961626457996	-0.2
ENSG00000011465	DCN	0.00491506998783097	1.3	0.676658995179656	0.2
ENSG00000011478	QPCTL	0.195387754352579	1.2	0.958385855989547	0.1
ENSG00000011485	PPP5C	0.322339338288196	-0.6	0.548023332081195	-0.4
ENSG00000011523	CEP68	0.598275029153168	0.2	0.0893759068188204	-0.7
ENSG00000011566	MAP4K3	0.0269142636202663	0.5	0.999758914076135	0
ENSG00000011590	ZBTB32	5.2317225213817e-05	-4.1	0.256368888327927	-1.3
ENSG00000011600	TYROBP	0.780322815319956	-0.2	0.961626810354758	0
ENSG00000011638	TMEM159	0.144688857551644	0.9	0.777755106627345	0.3
ENSG00000011677	GABRA3	0.113989598726894	-1.5	NA	-0.1
ENSG00000012048	BRCA1	0.837882052513438	0.2	0.283957732631457	0.5
ENSG00000012061	ERCC1	0.941588797787707	0.1	0.743747001586914	-0.3
ENSG00000012124	CD22	0.571819421687173	-0.7	0.000345103917165801	-2.5
ENSG00000012171	SEMA3B	0.0334542375512615	-1.4	0.000287708567688753	-2
ENSG00000012174	MBTPS2	0.348079844847239	0.4	0.729584419243211	0.1
ENSG00000012211	PRICKLE3	0.415068068464939	-0.7	0.736790374240158	-0.5
ENSG00000012223	LTF	0.107073074939089	-1.8	0.000136095928789062	3.2
ENSG00000012232	EXTL3	0.406470725094198	0.6	0.992956684356696	0
ENSG00000012504	NR1H4	0.830287113221092	0.3	0.0102928038829227	-3.1
ENSG00000012660	ELOVL5	5.86287212505543e-08	1.7	4.76267272845952e-06	1
ENSG00000012779	ALOX5	0.079531531105183	-1.6	0.992612959243463	0
ENSG00000012817	KDM5D	0.995422410688443	0	0.964964001042729	0.1
ENSG00000012822	CALCOCO1	0.0579302759353109	0.9	0.0748840002053572	-0.8
ENSG00000012963	UBR7	0.459521303076274	0.3	0.354593692022848	0.5
ENSG00000012983	MAP4K5	0.00266587901259987	0.6	0.0598792303119551	0.7
ENSG00000013016	EHD3	0.501604235451879	-0.5	0.403356376829874	-0.7
ENSG00000013275	PSMC4	0.837236683144446	-0.1	0.707255795294861	0.3
ENSG00000013288	MAN2B2	0.999427708894319	0	0.526702645498834	-0.3
ENSG00000013293	SLC7A14	0.0322703448465946	1.5	0.241375964997748	-1
ENSG00000013297	CLDN11	0.211068197567489	1	0.677212399933094	0.4
ENSG00000013306	SLC25A39	0.424909117625148	-0.5	0.168514897484519	0.7
ENSG00000013364	MVP	1.93075145461506e-06	-1.3	0.66513139742823	0.2
ENSG00000013374	NUB1	0.99075395973152	0	0.755085682599546	0.2
ENSG00000013375	PGM3	0.807618740881236	0.1	0.206918485089453	0.3
ENSG00000013392	RWDD2A	0.858054179889091	-0.1	0.157104997905252	0.9
ENSG00000013441	CLK1	0.000697947688416896	0.8	0.00139567884034635	0.8
ENSG00000013503	POLR3B	0.0345176293198231	-0.8	0.774605977509799	0.2
ENSG00000013523	ANGEL1	0.900722638241357	-0.1	0.134959473964256	-0.6
ENSG00000013561	RNF14	0.0820061482821668	0.5	0.768741235785525	0.1
ENSG00000013563	DNASE1L1	0.111156484999078	-1.2	0.624000765208719	-0.5
ENSG00000013573	DDX11	0.229654290780326	-1	0.303464465971948	-0.9
ENSG00000013583	HEBP1	0.0557608769339101	0.9	0.331312881385596	-0.5
ENSG00000013588	GPRC5A	0.734160309057339	0.3	2.52996649272268e-06	-1.7
ENSG00000013619	MAMLD1	0.870513786261066	0.2	0.153241361841107	-0.9
ENSG00000013725	CD6	0.0209741595301863	-1.9	0.331258154206393	-0.9
ENSG00000013810	TACC3	0.000560956585827715	-2.4	0.736387011098709	0.3
